name	creation_timestamp	last_push_timestamp	time_between_creation_and_last_push	time_since_creation	time_since_last_push	stargazers_count	watch_count	subscriber_count	open_issues	fork	forks_count	network_count	contributors	contributions	cont_per_0	cont_per_1	cont_per_2	cont_per_3	cont_per_4	cont_per_5	cont_per_6	cont_per_7	cont_per_8	cont_per_9
01org/baytrailaudio	1427297660	1456386491	29088831	261465800	232376969	5	0	0	3	0	6	6	100	131415	0.1	0.04	0.04	0.04	0.03	0.03	0.02	0.02	0.02	0.02
01org/edison-linux	1425598850	1659655007	234056157	263164610	29108453	46	0	0	14	0	51	51	100	147237	0.1	0.04	0.04	0.04	0.02	0.02	0.02	0.02	0.02	0.02
01org/Igvtg-kernel	1444774303	1659654855	214880552	243989157	29108605	45	0	0	23	0	33	33	0	0	0	0	0	0	0	0	0	0	0	0
01org/KVMGT-kernel	1417455630	1421290708	3835078	271307830	267472752	40	0	0	21	0	19	19	100	124081	0.1	0.04	0.04	0.04	0.03	0.03	0.02	0.02	0.02	0.02
01org/prd	1392404383	1449876668	57472285	296359077	238886792	29	0	0	0	0	17	17	0	0	0	0	0	0	0	0	0	0	0	0
01org/XenGT-Preview-kernel	1377732731	1659654034	281921303	311030729	29109426	32	0	0	17	0	14	14	0	0	0	0	0	0	0	0	0	0	0	0
060411121/zcl_linux	1396345212	1398149151	1803939	292418248	290614309	0	0	0	0	0	0	0	100	127698	0.1	0.04	0.04	0.04	0.03	0.03	0.02	0.02	0.02	0.02
06wj/three.js	1486536492	1688095280	201558788	202226968	668180	1	0	0	0	1	0	34828	100	35848	0.51	0.12	0.05	0.03	0.02	0.02	0.02	0.02	0.02	0.01
0dt12/loon	1407866015	1439324085	31458070	280897445	249439375	0	0	0	2	1	0	409	4	28	0.86	0.07	0.04	0.04	0	0	0	0	0	0
0mark/linux-sunxi	1428139613	1399494751	-28644862	260623847	289268709	0	0	0	0	1	0	48740	100	92964	0.09	0.04	0.03	0.03	0.03	0.03	0.02	0.02	0.02	0.02
0tt3r/QuaC	1462672306	1681628892	218956586	226091154	7134568	23	0	0	1	0	17	17	1	233	1.0	0	0	0	0	0	0	0	0	0
0x00evil/linux	1428368778	1428360302	-8476	260394682	260403158	0	0	0	0	1	0	48740	100	144035	0.1	0.04	0.04	0.04	0.02	0.02	0.02	0.02	0.02	0.02
0x00evil/Xiaomi_Kernel_OpenSource	1427808579	1427790357	-18222	260954881	260973103	0	0	0	0	1	0	2839	100	92365	0.09	0.04	0.03	0.03	0.03	0.03	0.02	0.02	0.02	0.02
0x0all/ROOT	1418563508	1409001400	-9562108	270199952	279762060	0	0	0	0	0	1	1	36	30126	0.28	0.16	0.1	0.07	0.07	0.06	0.05	0.04	0.03	0.03
0x7678/myOpenSC	1422002989	1392378887	-29624102	266760471	296384573	0	0	0	0	1	0	16	25	465	0.37	0.22	0.12	0.1	0.08	0.02	0.01	0.01	0.01	0.01
0x7678/OpenSC	1422002982	1414316967	-7686015	266760478	274446493	0	0	0	0	1	0	675	34	591	0.44	0.17	0.11	0.08	0.06	0.02	0.01	0.01	0.01	0.01
0xadada/homebrew-cask	1422629738	1509479871	86850133	266133722	179283589	0	0	0	0	1	0	10288	100	50969	0.27	0.23	0.1	0.04	0.03	0.03	0.03	0.02	0.02	0.02
0xBAMA/FroggySection	1648005668	1650245157	2239489	40757792	38518303	1	0	0	0	0	0	0	1	20	1.0	0	0	0	0	0	0	0	0	0
0xD34D/android-omap-tuna	1329846573	1325375988	-4470585	358916887	363387472	1	0	0	0	1	0	2	100	80692	0.09	0.04	0.03	0.03	0.03	0.03	0.02	0.02	0.02	0.02
0xD34D/kernel_amazon_otter	1350748529	1350750729	2200	338014931	338012731	0	0	0	0	0	0	0	100	80699	0.09	0.04	0.03	0.03	0.03	0.03	0.02	0.02	0.02	0.02
0xD34D/kernel_omap_bowser-common	1374076621	1374088388	11767	314686839	314675072	0	0	0	0	1	1	32	100	80708	0.09	0.04	0.03	0.03	0.03	0.03	0.02	0.02	0.02	0.02
0xf2/stackalytics	1544895548	1544896461	913	143867912	143866999	0	0	0	0	1	0	256	100	619	0.1	0.05	0.04	0.04	0.04	0.03	0.03	0.02	0.02	0.02
0xfoo/docker	1442348114	1442434755	86641	246415346	246328705	1	0	0	0	1	0	18756	100	11742	0.13	0.11	0.08	0.07	0.06	0.06	0.04	0.04	0.04	0.04
0xMF/pelican	1407256894	1408552945	1296051	281506566	280210515	0	0	0	0	1	0	1818	100	2034	0.34	0.16	0.06	0.03	0.03	0.02	0.02	0.02	0.02	0.01
0xMF/pelican-plugins	1407280826	1408280295	999469	281482634	280483165	0	0	0	0	1	0	873	70	359	0.31	0.07	0.07	0.07	0.05	0.03	0.03	0.03	0.02	0.02
0z3r02/warewulf.lbl.gov	1544546653	1544546731	78	144216807	144216729	0	0	0	0	0	0	0	1	2	1.0	0	0	0	0	0	0	0	0	0
1119553797/sprd-kernel-common	1392347368	1389787840	-2559528	296416092	298975620	1	0	0	0	0	1	1	100	80510	0.09	0.04	0.03	0.03	0.03	0.03	0.02	0.02	0.02	0.02
117111302/gitignore	1408461502	1408423881	-37621	280301958	280339579	0	0	0	0	1	0	84178	100	764	0.23	0.16	0.13	0.04	0.02	0.02	0.02	0.02	0.02	0.01
11craft/pelican	1337699608	1429813846	92114238	351063852	258949614	1	0	0	0	1	0	1818	100	2162	0.32	0.19	0.06	0.03	0.03	0.02	0.02	0.02	0.02	0.02
11NJ/git-repo	1477142246	1637671633	160529387	211621214	51091827	0	0	0	0	0	0	0	89	721	0.37	0.2	0.16	0.05	0.02	0.02	0.01	0.01	0.01	0.01
12019/Dorimanx-SG2-I9100-Kernel	1393757913	1393721439	-36474	295005547	295042021	0	0	0	0	1	0	111	100	86620	0.09	0.04	0.04	0.03	0.03	0.03	0.02	0.02	0.02	0.02
12thmantec/novena-linux	1399515859	1439915646	40399787	289247601	248847814	0	0	0	0	1	0	16	100	123773	0.1	0.04	0.04	0.04	0.03	0.03	0.02	0.02	0.02	0.02
130265/Galaxy-S4-Value-Edition-I9515L-Kernel	1471488063	1471562665	74602	217275397	217200795	0	0	0	0	0	0	0	100	93375	0.09	0.04	0.03	0.03	0.03	0.03	0.02	0.02	0.02	0.02
13k/homebrew-cask	1417702712	1494088609	76385897	271060748	194674851	0	0	0	0	1	0	10288	100	46810	0.3	0.25	0.1	0.04	0.04	0.04	0.02	0.02	0.01	0.01
13W/docker	1392156433	1470304067	78147634	296607027	218459393	1	0	0	0	1	0	18756	100	18074	0.08	0.07	0.07	0.07	0.06	0.05	0.04	0.04	0.04	0.04
13yewebster/gitignore	1428913580	1428696272	-217308	259849880	260067188	0	0	0	0	1	0	84178	100	934	0.33	0.13	0.11	0.03	0.02	0.02	0.01	0.01	0.01	0.01
14rcole/docker	1464292219	1464290939	-1280	224471241	224472521	0	0	0	0	1	0	18756	100	16468	0.09	0.08	0.08	0.07	0.06	0.05	0.05	0.04	0.04	0.04
151706061/DCMTK-ITK	1372237856	1320810924	-51426932	316525604	367952536	0	0	0	0	1	0	9	74	19321	0.27	0.15	0.13	0.05	0.04	0.04	0.03	0.03	0.03	0.03
151706061/ITK	1362709032	1362704728	-4304	326054428	326058732	1	0	0	0	1	0	614	93	21403	0.26	0.14	0.12	0.05	0.05	0.05	0.04	0.03	0.03	0.03
173210/android_kernel_samsung_exynos4210jpn	1369464404	1369468681	4277	319299056	319294779	0	0	0	0	1	0	5	100	80728	0.09	0.04	0.03	0.03	0.03	0.03	0.02	0.02	0.02	0.02
173210/android_kernel_samsung_smdk4412	1393928277	1393942084	13807	294835183	294821376	0	0	0	0	1	0	519	100	81115	0.09	0.04	0.03	0.03	0.03	0.02	0.02	0.02	0.02	0.02
173210/linux	1414275379	1454228847	39953468	274488081	234534613	0	0	0	0	0	0	0	100	77614	0.08	0.04	0.03	0.03	0.03	0.03	0.02	0.02	0.02	0.02
173210/omnirom_kernel_samsung_smdk4412	1389492597	1391320752	1828155	299270863	297442708	0	0	0	0	1	0	38	100	80899	0.09	0.04	0.03	0.03	0.03	0.02	0.02	0.02	0.02	0.02
18F/emoji_search	1446748610	1454988717	8240107	242014850	233774743	31	0	0	3	0	6	6	3	15	0.8	0.13	0.07	0	0	0	0	0	0	0
1and1/jenkins	1441008875	1441310896	302021	247754585	247452564	0	0	0	0	1	0	8166	100	11117	0.44	0.19	0.05	0.03	0.03	0.03	0.02	0.02	0.02	0.01
1dot75cm/docker	1425631135	1425612321	-18814	263132325	263151139	0	0	0	0	1	0	18756	100	8704	0.17	0.14	0.07	0.07	0.05	0.05	0.05	0.05	0.04	0.03
1HLtd/linux	1396282918	1426166650	29883732	292480542	262596810	1	0	0	0	0	2	2	100	124077	0.1	0.04	0.04	0.04	0.03	0.03	0.02	0.02	0.02	0.02
1N4148/agni	1436029485	1436031171	1686	252733975	252732289	0	0	0	0	0	0	0	100	81196	0.09	0.04	0.03	0.03	0.03	0.02	0.02	0.02	0.02	0.02
1N4148/android_kernel_espresso	1423774263	1426007005	2232742	264989197	262756455	0	0	0	0	0	0	0	100	81320	0.09	0.04	0.03	0.03	0.03	0.02	0.02	0.02	0.02	0.02
1N4148/android_kernel_samsung_espresso10	1426006650	1430565277	4558627	262756810	258198183	0	0	0	0	1	0	67	100	81320	0.09	0.04	0.03	0.03	0.03	0.02	0.02	0.02	0.02	0.02
1N4148/android_kernel_samsung_msm8974	1438289913	1439741571	1451658	250473547	249021889	0	0	0	0	0	0	0	100	93299	0.09	0.04	0.03	0.03	0.03	0.03	0.02	0.02	0.02	0.02
1N4148/android_kernel_samsung_smdk4412	1425922330	1440338379	14416049	262841130	248425081	0	0	0	0	1	0	519	100	81196	0.09	0.04	0.03	0.03	0.03	0.02	0.02	0.02	0.02	0.02
1N4148/kernel_smdk4412	1436210101	1436528935	318834	252553359	252234525	0	0	0	0	0	0	0	100	80900	0.09	0.04	0.03	0.03	0.03	0.02	0.02	0.02	0.02	0.02
1nv4d3r5/android_kernel_oppo_find5	1388553620	1388506377	-47243	300209840	300257083	0	0	0	0	1	0	3	100	92350	0.09	0.04	0.03	0.03	0.03	0.03	0.02	0.02	0.02	0.02
1nv4d3r5/linux	1372407464	1372313349	-94115	316355996	316450111	0	0	0	0	1	0	48740	100	111365	0.1	0.04	0.04	0.04	0.03	0.03	0.02	0.02	0.02	0.02
1nv4d3r5/linux-1	1372407562	1372075418	-332144	316355898	316688042	0	0	0	0	1	0	4559	100	98361	0.1	0.04	0.04	0.03	0.03	0.03	0.03	0.02	0.02	0.02
1rdiansyah/earth-surface-temperature	1641605590	1641606146	556	47157870	47157314	0	0	0	0	0	0	0	1	3	1.0	0	0	0	0	0	0	0	0	0
1uptalent/docker	1390472008	1434538267	44066259	298291452	254225193	0	0	0	0	1	0	18756	100	6766	0.19	0.18	0.16	0.07	0.06	0.04	0.04	0.03	0.02	0.02
2019-ncovgroup/drugworkflows	1583796721	1617628139	33831418	104966739	71135321	3	0	0	0	0	6	6	8	516	0.45	0.33	0.08	0.06	0.05	0.02	0.0	0.0	0	0
292388900/jenkins	1437705062	1437679228	-25834	251058398	251084232	0	0	0	0	1	0	8166	100	10902	0.45	0.19	0.05	0.03	0.03	0.03	0.02	0.02	0.02	0.01
2947721120/cdnjs	1449637494	1465187024	15549530	239125966	223576436	0	0	0	1	0	0	0	100	14497	0.64	0.09	0.07	0.03	0.02	0.02	0.01	0.01	0.01	0.0
2betop/cdnjs	1389018804	1389022392	3588	299744656	299741068	0	0	0	0	1	0	4562	100	2951	0.31	0.23	0.15	0.02	0.02	0.01	0.01	0.01	0.01	0.01
2nd-yacuken/android_kernel_samsung_espresso10	1445417717	1478876092	33458375	243345743	209887368	0	0	0	0	0	1	1	100	81315	0.09	0.04	0.03	0.03	0.03	0.02	0.02	0.02	0.02	0.02
3013216027/gitignore	1437991990	1437928773	-63217	250771470	250834687	0	0	0	0	1	0	84178	100	983	0.34	0.13	0.1	0.03	0.03	0.02	0.02	0.01	0.01	0.01
304471720/docker	1439863529	1439862404	-1125	248899931	248901056	0	0	0	0	1	0	18756	100	11311	0.13	0.11	0.08	0.07	0.06	0.06	0.04	0.04	0.04	0.04
311devs/primeng	1503417219	1565356682	61939463	185346241	123406778	0	0	0	0	1	1	4202	100	1285	0.33	0.25	0.08	0.06	0.04	0.03	0.02	0.01	0.01	0.01
31z4/official-images	1460907117	1687864157	226957040	227856343	899303	0	0	0	0	1	1	2201	100	25406	0.35	0.25	0.13	0.01	0.01	0.01	0.01	0.01	0.01	0.01
343guiltyspark/NREL-API	1593465796	1593476423	10627	95297664	95287037	0	0	0	0	0	0	0	1	11	1.0	0	0	0	0	0	0	0	0	0
34ide/lauego	1374867327	1667493026	292625699	313896133	21270434	5	0	0	0	0	1	1	2	1807	0.99	0.01	0	0	0	0	0	0	0	0
3EleVen/android_kernel_google_msm	1437443169	1437445368	2199	251320291	251318092	0	0	0	0	1	0	179	100	92080	0.09	0.04	0.03	0.03	0.03	0.03	0.02	0.02	0.02	0.02
3EleVen/android_kernel_motorola_ghost	1440388567	1440388909	342	248374893	248374551	0	0	0	0	1	0	33	100	92911	0.09	0.04	0.03	0.03	0.03	0.03	0.02	0.02	0.02	0.02
3EleVen/kernel_common	1617943298	1567074801	-50868497	70820162	121688659	0	0	0	0	1	0	568	0	0	0	0	0	0	0	0	0	0	0	0
3lywa/gcconnex	1449795424	1449802627	7203	238968036	238960833	0	0	0	0	1	0	44	33	4677	0.5	0.3	0.1	0.04	0.03	0.01	0.0	0.0	0.0	0.0
3van/homebrew-cask	1426529452	1437426807	10897355	262234008	251336653	0	0	0	0	1	0	10288	100	31261	0.44	0.25	0.06	0.05	0.04	0.02	0.02	0.02	0.01	0.01
46890580/rk3188-kernel-3.0	1456838570	1471054762	14216192	231924890	217708698	0	0	0	0	0	3	3	100	83370	0.08	0.04	0.03	0.03	0.03	0.03	0.02	0.02	0.02	0.02
4get/gitignore	1437635385	1437608409	-26976	251128075	251155051	0	0	0	0	1	0	84178	100	982	0.34	0.13	0.1	0.03	0.03	0.02	0.02	0.01	0.01	0.01
4is2cbetter/docker	1432888870	1435138782	2249912	255874590	253624678	0	0	0	0	1	0	18756	100	10150	0.15	0.12	0.07	0.06	0.06	0.06	0.04	0.04	0.04	0.03
512vincent/pdsh	1448384302	1448384455	153	240379158	240379005	0	0	0	26	0	0	0	3	1216	0.55	0.23	0.22	0	0	0	0	0	0	0
51itclub/pelican	1443655579	1443024010	-631569	245107881	245739450	0	0	0	0	1	0	1818	100	2256	0.31	0.21	0.06	0.03	0.03	0.02	0.02	0.02	0.02	0.01
5y/linux	1426249139	1426213280	-35859	262514321	262550180	1	0	0	0	1	0	48740	100	143728	0.1	0.04	0.04	0.04	0.02	0.02	0.02	0.02	0.02	0.02
619561504/gitignore	1441630932	1441537824	-93108	247132528	247225636	0	0	0	0	1	0	84178	100	993	0.33	0.12	0.1	0.04	0.03	0.02	0.02	0.01	0.01	0.01
627656505/linux	1442594681	1442593806	-875	246168779	246169654	0	0	0	0	1	0	48740	100	153960	0.1	0.04	0.04	0.04	0.02	0.02	0.02	0.02	0.02	0.02
6twirl9/qdp-lapack	1429762959	1429762985	26	259000501	259000475	0	0	0	0	0	0	0	1	4	1.0	0	0	0	0	0	0	0	0	0
6uclz1/homebrew-cask	1457952441	1457992920	40479	230811019	230770540	1	0	0	0	1	0	10288	100	38838	0.36	0.28	0.08	0.04	0.04	0.04	0.02	0.02	0.02	0.01
6WIND/jenkins	1421856835	1487349720	65492885	266906625	201413740	0	0	0	0	1	0	8166	100	10914	0.45	0.19	0.05	0.03	0.03	0.03	0.02	0.02	0.02	0.01
7420dev/android_kernel_samsung_zero	1450031165	1450712146	680981	238732295	238051314	4	0	0	0	0	9	9	100	113050	0.1	0.04	0.04	0.04	0.03	0.03	0.02	0.02	0.02	0.02
7420dev/android_kernel_samsung_zeroflte	1450031165	1450712146	680981	238732295	238051314	4	0	0	0	0	9	9	100	113050	0.1	0.04	0.04	0.04	0.03	0.03	0.02	0.02	0.02	0.02
760374564b/openucx	1651540338	1651540339	1	37223122	37223121	0	0	0	0	0	0	0	1	1	1.0	0	0	0	0	0	0	0	0	0
777jon/g3_kernel	1420906981	1450129643	29222662	267856479	238633817	9	0	0	0	0	16	16	100	93450	0.09	0.04	0.03	0.03	0.03	0.03	0.02	0.02	0.02	0.02
82d28a/laikaboss	1443469510	1617717187	174247677	245293950	71046273	0	0	0	0	1	0	163	16	101	0.43	0.2	0.14	0.07	0.04	0.02	0.02	0.01	0.01	0.01
84506232/AK-OnePone	1415085254	1415082145	-3109	273678206	273681315	0	0	0	0	1	0	293	100	92380	0.09	0.04	0.03	0.03	0.03	0.03	0.02	0.02	0.02	0.02
88rabbit/newRails	1442258428	1493536162	51277734	246505032	195227298	0	0	0	0	1	0	21205	100	41121	0.1	0.09	0.09	0.09	0.06	0.05	0.04	0.04	0.03	0.03
8l/kitten	1439162140	1438725378	-436762	249601320	250038082	0	0	0	0	1	0	19	18	1002	0.6	0.18	0.08	0.04	0.03	0.02	0.02	0.0	0.0	0.0
907Resident/NEON_Data_Analysis	1578598838	1612839224	34240386	110164622	75924236	0	0	0	0	0	0	0	1	39	1.0	0	0	0	0	0	0	0	0	0
90jrong/libmesh	1489769887	1561741225	71971338	198993573	127022235	0	0	0	0	1	0	271	57	14152	0.44	0.4	0.06	0.02	0.02	0.02	0.01	0.01	0.01	0.01
96boards/linux	1423138042	1534300905	111162863	265625418	154462555	19	0	0	4	1	24	48740	100	157770	0.1	0.04	0.04	0.04	0.02	0.02	0.02	0.02	0.02	0.02
96boards/wilink8-wlan_wl18xx	1431012547	1437025128	6012581	257750913	251738332	0	0	0	0	0	1	1	100	123621	0.1	0.04	0.04	0.04	0.03	0.03	0.02	0.02	0.02	0.02
96boards-bubblegum/linux	1457891667	1517588778	59697111	230871793	171174682	4	0	0	1	0	9	9	100	163571	0.1	0.04	0.04	0.04	0.02	0.02	0.02	0.02	0.02	0.02
997068329/gitignore	1442485700	1442389669	-96031	246277760	246373791	0	0	0	0	1	0	84178	100	995	0.33	0.12	0.1	0.04	0.03	0.02	0.02	0.01	0.01	0.01
9wm/xss	1499541013	1505399923	5858910	189222447	183363537	5	0	0	1	0	2	2	2	14	0.93	0.07	0	0	0	0	0	0	0	0
a-ghose/GCN_Notebooks	1673313211	1673316829	3618	15450249	15446631	1	0	0	0	0	0	0	1	4	1.0	0	0	0	0	0	0	0	0	0
a-ghose/XANES-NNEnsemble_Notebooks	1673383776	1673407411	23635	15379684	15356049	0	0	0	0	0	0	0	1	4	1.0	0	0	0	0	0	0	0	0	0
a-martynovich/kernel_goldfish	1396251439	1396252144	705	292512021	292511316	0	0	0	0	0	0	0	100	92055	0.09	0.04	0.03	0.03	0.03	0.03	0.02	0.02	0.02	0.02
a-x/-homebrew-cask	1441971952	1441975118	3166	246791508	246788342	0	0	0	0	1	0	10286	100	32115	0.43	0.25	0.06	0.05	0.04	0.02	0.02	0.02	0.01	0.01
a1k12/characterizing-pinns-failure-modes	1629237505	1637205359	7967854	59525955	51558101	72	0	0	2	0	25	25	2	15	0.73	0.27	0	0	0	0	0	0	0	0
a1k12/moleculetda	1603140116	1661706616	58566500	85623344	27056844	19	0	0	2	0	4	4	2	79	0.51	0.49	0	0	0	0	0	0	0	0
a1lu/Criterion	1455145202	1572385000	117239798	233618258	116378460	0	0	0	0	1	0	168	14	1334	0.97	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A2109devs/lenovo_a2109a_kernel	1355343811	1355358904	15093	333419649	333404556	1	0	0	0	0	6	6	100	83085	0.09	0.04	0.03	0.03	0.03	0.02	0.02	0.02	0.02	0.02
a33g-dev/android_kernel_samsung_a33g	1440747988	1441892257	1144269	248015472	246871203	0	0	0	0	0	0	0	100	112103	0.1	0.04	0.04	0.03	0.03	0.03	0.02	0.02	0.02	0.02
a8m/cdnjs	1412839840	1412842305	2465	275923620	275921155	0	0	0	0	1	0	4562	100	5569	0.24	0.21	0.17	0.08	0.05	0.01	0.01	0.01	0.01	0.01
aacosta13/IDEAS-Work	1594700812	1597899623	3198811	94062648	90863837	0	0	0	0	0	1	1	1	3	1.0	0	0	0	0	0	0	0	0	0
AADeLucia/los_alamos_makers_python_club	1550022360	1551917624	1895264	138741100	136845836	2	0	0	0	0	1	1	1	1	1.0	0	0	0	0	0	0	0	0	0
aaemnnosttv/timber	1428683727	1471899207	43215480	260079733	216864253	0	0	0	0	1	0	503	82	2146	0.85	0.03	0.01	0.01	0.01	0.01	0.01	0.01	0.0	0.0
aalfar-plt/gitignore	1443647030	1443573602	-73428	245116430	245189858	0	0	0	0	1	0	84174	100	996	0.33	0.12	0.1	0.04	0.03	0.02	0.02	0.01	0.01	0.01
aaloanm/linux	1410313616	1472341265	62027649	278449844	216422195	0	0	0	0	1	0	48634	100	173055	0.1	0.04	0.04	0.03	0.03	0.02	0.02	0.02	0.02	0.02
aaniin/AliPhysics	1491216840	1504615677	13398837	197546620	184147783	0	0	0	0	1	0	754	100	11191	0.09	0.07	0.05	0.05	0.04	0.04	0.04	0.04	0.03	0.03
aaparedes15/EBIT_spectral_analysis	1358469168	1358469426	258	330294292	330294034	0	0	0	0	0	0	0	1	1	1.0	0	0	0	0	0	0	0	0	0
aapav01/android_kernel_samsung_j7elte	1460457082	1467945502	7488420	228306378	220817958	2	0	0	0	0	3	3	100	112419	0.1	0.04	0.04	0.03	0.03	0.03	0.02	0.02	0.02	0.02
aapav01/android_kernel_samsung_ms013g-2	1454325599	1454726730	401131	234437861	234036730	0	0	0	0	1	0	34	100	92387	0.09	0.04	0.03	0.03	0.03	0.03	0.02	0.02	0.02	0.02
aapav01/android_kernel_samsung_ms013g-caf	1435921391	1441621762	5700371	252842069	247141698	0	0	0	0	0	5	5	100	92521	0.09	0.04	0.03	0.03	0.03	0.03	0.02	0.02	0.02	0.02
aapav01/j7-mm-kernel	1472060508	1485186475	13125967	216702952	203576985	3	0	0	0	0	3	3	100	111735	0.1	0.04	0.04	0.04	0.03	0.03	0.02	0.02	0.02	0.02
aapav01/kernel_ms013g_3-4-x	1457254564	1481470208	24215644	231508896	207293252	0	0	0	0	0	5	5	100	93039	0.09	0.04	0.03	0.03	0.03	0.03	0.02	0.02	0.02	0.02
aaqibrasheed/cdnjs	1430375604	1430376020	416	258387856	258387440	0	0	0	0	1	0	4562	100	8935	0.47	0.15	0.11	0.05	0.04	0.04	0.01	0.01	0.0	0.0
aar2163/GROMACS	1248978773	1284494778	35516005	439784687	404268682	2	0	0	0	0	10	10	3	83	0.55	0.27	0.18	0	0	0	0	0	0	0
aarchiba/scipy	1426774617	1568830790	142056173	261988843	119932670	0	0	0	0	1	0	4771	100	17855	0.17	0.14	0.06	0.05	0.05	0.04	0.03	0.03	0.02	0.02
aardgoose/three.js	1471184096	1688636148	217452052	217579364	127312	0	0	0	0	1	0	34829	100	35866	0.51	0.12	0.05	0.03	0.02	0.02	0.02	0.02	0.02	0.01
AAROC/invenio	1425051632	1440691414	15639782	263711828	248072046	0	0	0	0	1	0	287	88	11237	0.4	0.14	0.12	0.09	0.03	0.03	0.03	0.02	0.02	0.02
aaron-clark-aic/gitignore	1443163255	1443159826	-3429	245600205	245603634	0	0	0	0	1	0	84174	100	996	0.33	0.12	0.1	0.04	0.03	0.02	0.02	0.01	0.01	0.01
aarondav/docker	1428870413	1437955016	9084603	259893047	250808444	0	0	0	0	1	0	18758	100	9338	0.16	0.13	0.07	0.07	0.06	0.05	0.05	0.04	0.04	0.03
aaronknister/linux-stable	1450547342	1450573932	26590	238216118	238189528	0	0	0	0	0	0	0	100	157544	0.1	0.04	0.04	0.04	0.02	0.02	0.02	0.02	0.02	0.02
aaronkvanmeerten/nagios	1398715944	1435698739	36982795	290047516	253064721	0	0	0	0	1	0	281	54	762	0.62	0.16	0.02	0.02	0.02	0.01	0.01	0.01	0.01	0.01
aaronlehmann/docker	1437504299	1642729394	205225095	251259161	46034066	0	0	0	0	1	0	18758	100	13996	0.11	0.09	0.08	0.07	0.05	0.05	0.05	0.04	0.03	0.03
aaronmlarsen/NN-ArtificialViscosity	1598673967	1624657338	25983371	90089493	64106122	0	0	0	0	0	0	0	1	4	1.0	0	0	0	0	0	0	0	0	0
AaronNGray/Freescale-kernel	1454975870	1454979368	3498	233787590	233784092	0	0	0	0	0	0	0	100	86234	0.09	0.04	0.03	0.03	0.03	0.02	0.02	0.02	0.02	0.02
aaronpoweruser/android_kernel_oppo_find5	1369517411	1374523887	5006476	319246049	314239573	0	0	0	0	0	0	0	100	92338	0.09	0.04	0.03	0.03	0.03	0.03	0.02	0.02	0.02	0.02
aaronroodman/DeconvolvePSF	1443677918	1457996220	14318302	245085542	230767240	2	0	0	0	0	2	2	2	116	0.95	0.05	0	0	0	0	0	0	0	0
aaronroodman/Donut	1437610819	1673033888	235423069	251152641	15729572	3	0	0	0	0	5	5	3	99	0.57	0.35	0.08	0	0	0	0	0	0	0
aarontuor/antk	1458694267	1482200625	23506358	230069193	206562835	4	0	0	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
AaronVanGeffen/AwstatsParser	1346251123	1579533320	233282197	342512337	109230140	9	0	0	2	0	5	5	2	20	0.8	0.2	0	0	0	0	0	0	0	0
aaronyujiaze/LBNL	1522450621	1522450769	148	166312839	166312691	0	0	0	0	0	0	0	1	2	1.0	0	0	0	0	0	0	0	0	0
aashish24/cdnjs	1443154567	1443127137	-27430	245608893	245636323	0	0	0	0	1	0	4562	100	12500	0.59	0.11	0.08	0.04	0.03	0.03	0.01	0.01	0.01	0.0
aashish24/VTK-old	1256853873	1360087176	103233303	431909587	328676284	1	0	0	0	0	6	6	93	25676	0.14	0.11	0.09	0.07	0.06	0.06	0.05	0.05	0.05	0.04
aaudiber/alluxio	1456297635	1557524663	101227028	232465825	131238797	1	0	0	0	1	1	2847	100	25984	0.15	0.14	0.11	0.09	0.07	0.06	0.06	0.04	0.03	0.03
AayushRd7/Xeski	1480680627	1493191016	12510389	208082833	195572444	0	0	0	0	0	0	0	100	112278	0.1	0.04	0.04	0.03	0.03	0.03	0.02	0.02	0.02	0.02
Aayushya/kernel_motorola_msm8226	1442060727	1442470465	409738	246702733	246292995	0	0	0	0	1	1	13	100	93219	0.09	0.04	0.03	0.03	0.03	0.03	0.02	0.02	0.02	0.02
ABaldwinHunter/docker	1437686149	1438108844	422695	251077311	250654616	0	0	0	0	1	0	18756	100	10854	0.14	0.12	0.07	0.07	0.06	0.06	0.04	0.04	0.04	0.03
abalkin/numpy	1352068509	1597525344	245456835	336694951	91238116	0	0	0	0	1	0	8286	100	20577	0.22	0.1	0.07	0.06	0.06	0.05	0.04	0.04	0.04	0.04
abarnea/Bispectrum	1660929416	1686089455	25160039	27834044	2674005	0	0	0	0	0	0	0	1	49	1.0	0	0	0	0	0	0	0	0	0
abate/opam	1424785350	1466609445	41824095	263978110	222154015	1	0	0	0	1	0	336	62	4983	0.45	0.39	0.07	0.03	0.01	0.01	0.01	0.0	0.0	0.0
abate/opam-repository	1434193534	1627308132	193114598	254569926	61455328	1	0	0	0	1	0	993	100	38206	0.2	0.18	0.11	0.06	0.05	0.03	0.02	0.02	0.02	0.01
abbychau/cdnjs	1433084655	1433065457	-19198	255678805	255698003	0	0	0	0	1	0	4562	100	9502	0.5	0.14	0.1	0.05	0.04	0.03	0.01	0.0	0.0	0.0
abcdjdj/maximus	1402492315	1414582514	12090199	286271145	274180946	1	0	0	0	0	0	0	100	92369	0.09	0.04	0.03	0.03	0.03	0.03	0.02	0.02	0.02	0.02
abdulla-alali/CRE-NS3	1394812366	1543400160	148587794	293951094	145363300	12	0	0	4	0	20	20	76	1975	0.54	0.09	0.07	0.03	0.03	0.03	0.02	0.02	0.02	0.01
